item	code	label_en	label_fr	label_de	label_nl	label_es	description_en	description_fr	description_de	description_nl	description_es
http://www.wikidata.org/entity/Q56314	sje	Pite Sami	same de Pite	Pitesamisch	Pite-Samisch	sami de Pite	critically endangered Saami language	langue	Sprache	taal	lengua urálica
http://www.wikidata.org/entity/Q2982063	pjt	Pitjantjatjara	pitjantjatjara	Pitjantjatjara Sprache	Pitjantjatjara	Pitjantjatjara	Western Desert dialect of Central Australia	langue pama-nyungan	Sprache	taal	lengua
http://www.wikidata.org/entity/Q36554	pih	Pitkern	pitcairnais	Pitcairn-Englisch	Pitcairnees	pitcairnés	dialect spoken on Pitcairn Islands	créole anglo-polynésien	englische Sprachform auf der Pitcairninsel	creooltaal op basis van Engels	lengua
http://www.wikidata.org/entity/Q1751432	pdt	Plautdietsch	bas allemand mennonite	Plautdietsch	Plautdietsch	Plautdietsch	language	langue	Sprache	taal	lengua germánica
http://www.wikidata.org/entity/Q36741	pox	Polabian	polabe	Polabisch	Polabisch	polabo	extinct West Slavic language	langue	westslawische Sprache	taal	lengua eslava occidental extinta
http://www.wikidata.org/entity/Q809	pl	Polish	polonais	Polnisch	Pools	polaco	West Slavic language	langue slave occidentale parlée principalement en Pologne	indogermanische Sprache aus der westslawischen Gruppe, die in Polen gesprochen wird	taal	lengua eslava occidental
http://www.wikidata.org/entity/Q36748	pnt	Pontic Greek	grec pontique	Pontisch	Pontisch	griego póntico	Greek dialect	langue hellénique	historische regionale griechische Sprache	variant van het Grieks	lengua
http://www.wikidata.org/entity/Q5146	pt	Portuguese	portugais	Portugiesisch	Portugees	portugués	Western Romance language	langue ibéro-romane	romanische Sprache, die von der Iberischen Halbinsel stammt	Romaanse wereldtaal	lengua romance
http://www.wikidata.org/entity/Q269125	afa-pro	Proto-Afroasiatic	proto-afroasiatique		Proto-Afro-Aziatisch		reconstructed ancestor of the Afroasiatic language family			hypothetische vooroudertaal waarvan de Afro-Aziatische talen afstammen	
http://www.wikidata.org/entity/Q18210846	sqj-pro	Proto-Albanian	proto-albanais			Idioma proto-albanés	reconstructed ancestor of the Albanian languages				
http://www.wikidata.org/entity/Q18389588	aql-pro	Proto-Algic				Idioma protoálgico	reconstructed ancestor of the Algic languages				
http://www.wikidata.org/entity/Q7251834	alg-pro	Proto-Algonquian	proto-algonquien				reconstructed ancestor of the Algonquian languages				
http://www.wikidata.org/entity/Q104841722	ath-pro	Proto-Athabaskan					reconstructed ancestor of the Athabaskan languages				
http://www.wikidata.org/entity/Q49230	map-pro	Proto-Austronesian	proto-austronésien	Proto-Austronesisch	Proto-Austronesian	Idioma protoaustronesio	reconstructed ancestor of the Austronesian languages		Protosprache		protolengua hipotéticamente reconstruida
http://www.wikidata.org/entity/Q4375732	bat-pro	Proto-Baltic	proto-balte			protobáltico	proto-language of the Baltic language family				protolengua de la familia de las lenguas bálticas
http://www.wikidata.org/entity/Q1703347	ine-bsl-pro	Proto-Balto-Slavic	proto-balto-slave	Urbaltoslawisch		protobaltoeslavo	reconstructed proto-language		Ursprache		protolengua
http://www.wikidata.org/entity/Q3408025	bnt-pro	Proto-Bantu	proto-bantou	Proto-Bantu		Idioma protobantú	reconstructed proto-language	langue préhistorique			
http://www.wikidata.org/entity/Q116773191	btk-pro	Proto-Batak									
http://www.wikidata.org/entity/Q137780886	sit-bdi-pro	Proto-Bodish									
http://www.wikidata.org/entity/Q56648796	cel-bry-pro	Proto-Brythonic	proto-brythonique				proto-language	proto-langue			
http://www.wikidata.org/entity/Q653649	cel-pro	Proto-Celtic	proto-celtique	Urkeltisch	Proto-Keltisch	protocéltico	proto-language	proto-langue	rekonstruierte Vorläufersprache der keltischen Sprachen		protolengua de raíz indoeuropea
http://www.wikidata.org/entity/Q113992943	poz-cet-pro	Proto-Central-Eastern Malayo-Polynesian									
http://www.wikidata.org/entity/Q1702853	dra-pro	Proto-Dravidian	proto-dravidien			Protodravídico	linguistic reconstruction of the common ancestor of the Dravidian languages	ancêtre hypothétique des langues dravidiennes			Ancestro reconstruido de las lenguas drávidas
http://www.wikidata.org/entity/Q113992941	pqe-pro	Proto-Eastern Malayo-Polynesian									
http://www.wikidata.org/entity/Q113988745	poz-pep-pro	Proto-Eastern Polynesian									
http://www.wikidata.org/entity/Q11883720	urj-fin-pro	Proto-Finnic	proto-fennique			Idioma proto-fínico	reconstructed protolanguage of the Baltic-Finnic languages				
http://www.wikidata.org/entity/Q2499870	urj-fpr-pro	Proto-Finno-Ugric	proto-finno-ougrien	Ur-Finno-Ugrisch		Protofinoúgrio	reconstructed proto-language				protolengua reconstruida
http://www.wikidata.org/entity/Q7251846	hmx-pro	Proto-Hmong–Mien	proto-hmong-mien			Protohmong-mien	reconstruction of an ancestor for the language family				reconstrucción de un antepasado de la familia lingüística
http://www.wikidata.org/entity/Q23808344	inc-pro	Proto-Indo-Aryan				Protoindoario	protolanguage of the Indo-Aryan language family				protolengua de la familia de lenguas indoarias
http://www.wikidata.org/entity/Q37178	ine-pro	Proto-Indo-European	indo-européen commun	indogermanische Ursprache	Proto-Indo-Europees	protoindoeuropeo	proto-language of the Indo-European languages	origine de toutes les langues dites « indo-européennes »	linguistisch rekonstruierte Sprache ohne historische Belege	hypothetische vooroudertaal waarvan de Indo-Europese talen afstammen	protolengua; ancestro hipotético y reconstruido que habría dado origen a las lenguas indoeuropeas
http://www.wikidata.org/entity/Q966439	iir-pro	Proto-Indo-Iranian	proto-indo-iranien		Proto-Indo-Iraanse taal	Idioma protoindoiranio	reconstructed proto-language of the Indo-Iranian branch of Indo-European				protolengua reconstruida de la rama indoirania
http://www.wikidata.org/entity/Q60785588	esx-inu-pro	Proto-Inuit				Protoinuit	reconstructed ancestor of the Inuit languages				ancestro reconstruido de las lenguas inuit
http://www.wikidata.org/entity/Q7251842	esx-esk-pro	Proto-Inuit-Yupik	proto-eskimo			Protoesquimal	reconstructed ancestor of the Inuit-Yupik (Eskimo) languages				ancestro reconstruido de las lenguas esquimales
http://www.wikidata.org/entity/Q4167865	ira-pro	Proto-Iranian	proto-iranien			Idioma protoiranio	reconstructed ancestor language of Persian, Avestan, Kurdish, Pashto and others	langue reconstruite historique, à l'origine du persan, de l’avestique, du kurde, du pachto et d’autres langues iraniennes			protolengua, ancestro reconstruido de las lenguas iranias
http://www.wikidata.org/entity/Q17102720	itc-pro	Proto-Italic	proto-italique			protoitálico	ancestor of Latin and other Italic languages				ancestro del latín y de otras lenguas itálicas; rama del protoindoeuropeo
http://www.wikidata.org/entity/Q3924309	jpx-pro	Proto-Japonic	proto-japonique			idioma proto-japónico	proto-language	proto-langue			protolengua ancestral de las lenguas japónicas
http://www.wikidata.org/entity/Q116773224	tbq-lob-pro	Proto-Lolo-Burmese									
http://www.wikidata.org/entity/Q98057728	poz-mly-pro	Proto-Malayic					reconstructed proto-language of Malayic languages				
http://www.wikidata.org/entity/Q3832960	poz-pro	Proto-Malayo-Polynesian	proto-malayo-polynésien			Protomalayo-polinesio	reconstructed language	proto-langue	Ursprache		protolengua
http://www.wikidata.org/entity/Q2493677	xgn-pro	Proto-Mongolic	proto-mongol			Protomongólico	reconstructed ancestor of the Mongolic languages				Ancestro reconstruido de las lenguas mongólicas
http://www.wikidata.org/entity/Q105102373	mun-pro	Proto-Munda				Protomunda	reconstructed proto-language of the Munda languages of South Asia			taal	Protolengua reconstruida de las lenguas munda del sur de Asia
http://www.wikidata.org/entity/Q136457229	sit-nas-pro	Proto-Naish									
http://www.wikidata.org/entity/Q116773246	nub-pro	Proto-Nubian									
http://www.wikidata.org/entity/Q113988746	poz-pnp-pro	Proto-Nuclear Polynesian									
http://www.wikidata.org/entity/Q141741	poz-oce-pro	Proto-Oceanic	proto-océanien	Proto-Ozeanisch		Proto-oceánico	reconstructed ancestor of the Oceanic languages		Protosprache		ancestro reconstruido de las lenguas oceánicas
http://www.wikidata.org/entity/Q28663860	omq-pro	Proto-Oto-Manguean				Idioma protootomangue	proto-language	proto-langue			
http://www.wikidata.org/entity/Q116773252	oto-pro	Proto-Otomian									
http://www.wikidata.org/entity/Q18204898	phi-pro	Proto-Philippine					Reconstructed ancestor of the Philippine languages				
http://www.wikidata.org/entity/Q1658709	poz-pol-pro	Proto-Polynesian	proto-polynésien			Protopolinesio	hypothetical proto-language from which modern Polynesian languages descend, a daughter language of the Proto-Austronesian	proto-langue hypothétique à partir de laquelle toutes les langues polynésiennes modernes seraient issues			ancestro hipotético de las lenguas polinesias modernas
http://www.wikidata.org/entity/Q5575757	qwe-pro	Proto-Quechua				Idioma proto-quechua	proto-language of the Quechuan language family				
http://www.wikidata.org/entity/Q1658554	sem-pro	Proto-Semitic	proto-sémitique	Ursemitisch	Proto-Semitisch	idioma protosemítico	hypothetical proto-language ancestral to the historical Semitic languages of the Middle East	proto-langue hypothétique ancestrale aux langues sémitiques historiques du Moyen-Orient	hypothetischen Ursprache Vorfahren zu den historischen semitischen Sprachen des Nahen Ostens	hypothetische vooroudertaal waarvan de Semitische talen afstammen	protolengua hipotética, ancestro histórico de las lenguas semíticas de Oriente Medio
http://www.wikidata.org/entity/Q24839178	sit-pro	Proto-Sino-Tibetan	proto-sino-tibétain		Proto-Sino-Tibetaans	Idioma proto-sinotibetano	reconstructed ancestor of the Sino-Tibetan languages				
http://www.wikidata.org/entity/Q114784693	sio-pro	Proto-Siouan	proto-siouan				common ancestor of the Siouan languages				
http://www.wikidata.org/entity/Q747537	sla-pro	Proto-Slavic	proto-slave	Urslawisch	Oerslavisch	protoeslavo	proto-language of all the Slavic languages	proto-langue	Ursprache	vooroudertaal	lengua
http://www.wikidata.org/entity/Q7251862	smi-pro	Proto-Sámi	proto-same				reconstructed proto-language				
http://www.wikidata.org/entity/Q6583709	tai-pro	Proto-Tai	proto-tai	Sukhothai-Schrift			reconstructed ancestor of the Tai languages				
http://www.wikidata.org/entity/Q117469295	sit-tam-pro	Proto-Tamang					reconstructed ancestor to the Tamangic languages				
http://www.wikidata.org/entity/Q122973870	xme-ttc-pro	Proto-Tatic									
http://www.wikidata.org/entity/Q7251864	tbq-pro	Proto-Tibeto-Burman	proto-tibéto-birman		Proto-Tibeto-Birmaans	idioma proto-tibetano-birmano	reconstructed ancestor of the Tibeto-Burman languages				protolengua reconstruida, antecesora común de las lenguas tibetano-birmanas
http://www.wikidata.org/entity/Q85872335	tuw-pro	Proto-Tungusic									
http://www.wikidata.org/entity/Q3657773	trk-pro	Proto-Turkic	proto-turc	Proto-Türkisch		Idioma prototúrquico	reconstructed ancestor of Turkic languages				protolengua; ancestro reconstruido de las lenguas túrquicas
http://www.wikidata.org/entity/Q288765	urj-pro	Proto-Uralic	proto-ouralique	Protouralisch		Protourálico	proto-language	proto-langue			protolengua
http://www.wikidata.org/entity/Q96400333	aql-pro	Proto-Uto-Aztecan				Idioma proto-utoazteca	reconstructed ancestor of the Uto-Aztecan languages				
http://www.wikidata.org/entity/Q13138608	gmw-pro	Proto-West Germanic					common ancestor of the West Germanic languages				
http://www.wikidata.org/entity/Q56583	cpx	Pu-Xian Min	puxian	Pu-Xian	Puxian	Pu-Xian	language	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q3915357	fuf	Pular	pular		Pular		language	langue sénégambienne	Sprache	taal	lengua
http://www.wikidata.org/entity/Q535958	xpu	Punic	punique	Punisch	Punisch	púnico	extinct dialect of the Phoenician language spoken in North Africa and the Western Mediterranean	langue sémitique anciennement parlée dans l'empire carthaginois	Sprache	taal	lengua semítica hablada en el norte de África, sur de la península ibérica y algunas islas del Mediterráneo
http://www.wikidata.org/entity/Q7260479	qxp	Puno Quechua	quechua de Puno			quechua puneño	language of the Puno Quechua region	langue quechua	Sprache	taal	variedad del quechua
http://www.wikidata.org/entity/Q36803	pua	Purépecha	purépecha	Taraskisch	Purépecha	purépecha	language isolate or small language family spoken by a quarter million Purépecha in the highlands of the Mexican state of Michoacán	langue parlée par les Purépechas	Sprache	taal	lengua hablada por el pueblo purépecha del occidente de México
http://www.wikidata.org/entity/Q24841726	zh-cn	Putonghua	putonghua	Hochchinesisch	Putonghua	putonghua	version of Modern Standard Chinese used in People's Republic of China, which contains few differences with Standard Chinese used in Taiwan (Guoyu)	version du mandarin standard utilisé officiellement en République populaire de Chine, qui contient certaines différences avec le mandarin standard utilisé à Taïwan (guoyu)	Hochchinesisch ist die Standardvarietät des Chinesischen, die Amtssprache der Volksrepublik China und der Republik China (Taiwan).	taal	lengua
http://www.wikidata.org/entity/Q688309	rm-puter	Putèr	haut-engadinois	Oberengadinisch	Putèr	Alto engadino	variant of Romansh	dialecte du romanche	rätoromanisches Idiom		dialecto del romanche
http://www.wikidata.org/entity/Q716690	pyu	Puyuma	pouyouma	Puyuma-Sprache	Pyuma	Idioma puyuma	Austronesian language spoken in Taiwan	langue formosane	Sprache	taal	lengua
http://www.wikidata.org/entity/Q7263142	ko-pyo	Pyongan Korean	p'yong'ando				Korean dialect	dialecte du coréen			
http://www.wikidata.org/entity/Q36323	pko	Pökoot	pökot	Pökoot			language spoken in western Kenya and eastern Uganda by the Pokot people.	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q3573199	yum	Quechan	yuma				Yuman language originating in southern California	langue yumane	Sprache	taal	lengua
http://www.wikidata.org/entity/Q5218	qu	Quechua	quechua	Quechua	Quechua	lenguas quechuas	language family spoken primarily in the Andes region of South America	famille de langues	Gruppe eng miteinander verwandter indigener Sprachvarietäten, die im Andenraum Südamerikas gesprochen werden	taal	familia de lenguas originaria de los Andes centrales
http://www.wikidata.org/entity/Q56383	qya	Quenya	quenya	Quenya	Quenya	quenya	fictional language from J.R.R. Tolkien's legendarium	langue fictive créée par J. R. R. Tolkien	fiktionale Elbensprache	fictieve taal van Arda van J.R.R. Tolkien	lengua ficticia del legendarium de J.R.R. Tolkien
http://www.wikidata.org/entity/Q3450749	rki	Rakhine	arakanais	Arakanesisch	Arakanees		Sino-Tibetan language spoken in Bangladesh, India and Myanmar	langue lolo-birmane	Sprache der Arakanesen		
http://www.wikidata.org/entity/Q584983	lag	Rangi	langi	Langi	Langi		language	langue bantoue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q3241618	rkt	Rangpuri	rangpuri				Indo-Aryan language spoken in India, Bangladesh, and Nepal	langue indo-aryenne	Sprache	taal	lengua
http://www.wikidata.org/entity/Q13198	rcf	Reunionese Creole	Créole réunionnais	Réunion-Kreolisch	réunions creools	criollo de Reunión	creole language spoken on Réunion	créole à base lexicale française	Sprache auf Réunion	taal die op Réunion wordt gesproken	criollo de base lexical francesa hablado en la Reunión
